_id,beerName,abv,ibu,style,ounces,breweryId,
636,Ryeteous Rye IPA (2012),0.07,100,American IPA,16,110,
1538,Stout Ol' Friend,0.064,,American Stout,16,386,
1075,Stout Ol' Friend (2012),0.064,,American Stout,16,386,
710,Rye Porter,,,American Porter,16,386,
709,Miner's Gold,0.05,,American Blonde Ale,16,386,
708,Vienna Lager,0.046,,Vienna Lager,16,386,
706,Jessie's Garage,0.056,,American Pale Ale (APA),16,386,
220,Colorado Red Ale,0.062,,American Amber / Red Ale,12,386,
219,Miner's Gold,,,American Blonde Ale,12,386,
2576,Fist City,0.055,40,American Pale Ale (APA),12,44,
1133,A Little Crazy,0.068,,Belgian Pale Ale,12,44,
609,Rosa Hibiscus Ale,0.058,15,Herbed / Spiced Beer,12,44,
418,Fistmas Ale,0.061,31,Herbed / Spiced Beer,12,44,
417,Oktoberfest Revolution,0.057,25,Märzen / Oktoberfest,12,44,
416,Eugene Porter,0.068,28,American Porter,12,44,
415,Anti-Hero IPA,0.065,70,American IPA,12,44,
414,Bottom Up Belgian Wit,0.05,14,Witbier,12,44,
2452,Hustle,0.057,42,American Amber / Red Ale,12,93,
2451,Pure Fury,0.055,42,American Pale Ale (APA),12,93,
2132,Dad,0.06,60,American Amber / Red Ale,12,93,
1993,Panther,0.058,35,American Porter,12,93,
1992,Franz,0.052,21,Märzen / Oktoberfest,12,93,
1935,Zen,0.043,45,American Pale Ale (APA),12,93,
1852,Truth,0.072,75,American IPA,12,93,
1851,Cougar,0.048,25,American Blonde Ale,12,93,
2307,Smooth Operator,0.038,,Cream Ale,16,162,
2580,Gose,0.035,,Gose,16,42,
1807,Maine Island Trail Ale,0.043,,American Pale Ale (APA),16,42,
1180,River North White Ale,0.05,,Witbier,16,459,
1179,River North Ale,0.05,,American Amber / Red Ale,16,459,
1771,Lil SIPA,0.05,55,American IPA,16,321,
1654,Hop Bomber Rye Pale Ale,0.055,60,American Pale Ale (APA),16,321,
2579,Jah Mon,0.05,100,American IPA,12,43,
2373,Oktoberfest,0.062,,Märzen / Oktoberfest,12,43,
2049,Headless Wylie,0.08,,Pumpkin Ale,12,43,
2048,Dayman IPA,0.05,,American IPA,12,43,
1880,All Aboard! Anniversary Stout,0.071,,Oatmeal Stout,12,43,
1879,Hop Lace,0.062,,American White IPA,12,43,
1878,OH-PA Session Pale Ale,0.048,,American Pale Ale (APA),12,43,
1877,Patrick's Poison,0.08,,American Amber / Red Ale,12,43,
1764,Rudolph's Red,0.081,,American Amber / Red Ale,12,43,
1103,Babbling Blonde,0.053,,American Blonde Ale,12,43,
1102,Maxwell's Scottish Ale,0.051,,Scottish Ale,12,43,
1101,Grateful White,0.061,,Witbier,12,43,
1100,RT Lager,0.055,,American Amber / Red Lager,12,43,
1099,Old Wylie's IPA,0.062,,American IPA,12,43,
1098,Hala Kahiki Pineapple Beer,0.048,,Fruit / Vegetable Beer,12,43,
1330,Track 1 Amber Lager,0.045,,American Amber / Red Lager,16,427,
2074,Pine Knob Pilsner,0.053,,Czech Pilsener,16,229,
1724,Cal and Co. Black Cherry Porter,,,American Porter,16,229,
1280,Lazy Daze Lager,0.055,,American Adjunct Lager,16,229,
899,Rochester Red Ale,0.059,,American Amber / Red Ale,16,229,
363,Milkshake Stout,0.05,,Milk / Sweet Stout,16,229,
158,Cornerstone IPA,0.07,,American IPA,16,229,
97,Lazy Daze Lager,0.055,,American Adjunct Lager,12,229,
1860,Rogue American Amber Ale,0.051,,American Amber / Red Ale,16,289,
1577,12th Round,0.076,78,American Strong Ale,16,376,
1576,RoughTail IPA,0.07,80,American IPA,16,376,
1575,Polar Night Stout,0.08,,American Stout,16,376,
2304,Sundown,0.071,36,Saison / Farmhouse Ale,12,164,
2249,Sanctified,0.099,,Belgian Strong Pale Ale,12,164,
2053,Fear of a Brett Planet,0.051,,American Pale Ale (APA),12,164,
1842,Original Slacker Ale,0.056,40,English Brown Ale,12,164,
1841,Alpha Blackback,0.072,,American Black Ale,12,164,
1782,Kiss Off IPA,0.063,,American IPA,12,164,
1552,Dog Days Summer Ale,0.045,28,Kölsch,12,164,
1479,1881 California Red,0.056,35,American Amber / Red Ale,12,397,
1478,CAPT Black IPA,0.073,55,American Black Ale,12,397,
1370,Ruhstaller's Gilt Edge Lager Beer,0.048,42,American Amber / Red Lager,12,397,
883,CAPT Black IPA,0.073,55,American Black Ale,16,397,
882,1881 California Red Ale,0.056,35,American Amber / Red Ale,16,397,
1868,Saint Archer White Ale,0.05,15,Witbier,12,288,
1867,Saint Archer IPA,0.068,66,American IPA,12,288,
1865,Saint Archer Pale Ale,0.052,40,American Pale Ale (APA),12,288,
1864,Saint Archer Blonde,0.048,22,Kölsch,12,288,
2599,Sex Panther,0.069,20,American Porter,12,30,
2073,Winter Warmer (Vault Series),0.095,25,Winter Warmer,16,30,
2063,Count Hopula (Vault Series),0.091,99,American Double / Imperial IPA,16,30,
1995,Oktoberfest,0.055,,Märzen / Oktoberfest,12,30,
1934,SunSpot Golden Ale,0.05,15,American Blonde Ale,12,30,
1329,I.W.A. (2011),0.06,,American Pale Wheat Ale,12,30,
1299,Supermonk I.P.A.,0.065,,Belgian IPA,12,30,
1073,Epicenter Amber Ale,0.055,20,American Amber / Red Ale,12,30,
1072,SanTan HefeWeizen,0.05,15,Hefeweizen,12,30,
1071,Hop Shock IPA,0.07,85,American IPA,12,30,
852,Sex Panther (2014),0.069,20,American Porter,12,30,
850,Devil’s Ale,0.055,45,American Pale Ale (APA),12,30,
839,Rail Slide Imperial Spiced Ale,0.081,,Herbed / Spiced Beer,12,30,
777,Mr. Pineapple,0.05,20,Fruit / Vegetable Beer,12,30,
764,American Idiot Ale (2012),0.055,45,American Pale Ale (APA),12,30,
317,Hop Shock IPA (2010),0.07,85,American IPA,12,30,
286,SanTan HefeWeizen (2010),0.05,15,Hefeweizen,12,30,
285,Devil’s Ale (2010),0.055,45,American Pale Ale (APA),12,30,
124,Epicenter Amber Ale (2010),0.055,20,American Amber / Red Ale,12,30,
1392,Sanitas Saison Ale,0.058,20,Saison / Farmhouse Ale,12,419,
1391,Sanitas Black IPA,0.068,65,American Black Ale,12,419,
2002,Giant DIPA,0.089,88,American Double / Imperial IPA,16,252,
1683,Dread Brown Ale,0.054,,American Brown Ale,12,252,
1362,Casinos IPA,0.07,,English India Pale Ale (IPA),16,252,
1519,Saison 88,0.055,30,Saison / Farmhouse Ale,12,392,
967,Black IPA,0.071,95,American Black Ale,12,392,
599,Santa Fe Irish Red Ale,0.045,,Irish Red Ale,12,392,
307,Santa Fe Oktoberfest,,,Märzen / Oktoberfest,12,392,
305,Imperial Java Stout,0.08,,Russian Imperial Stout,12,392,
304,Freestyle Pilsner,0.055,,German Pilsener,12,392,
217,Happy Camper IPA,0.066,,American IPA,12,392,
1477,Oval Beach Blonde Ale,0.05,11,American Blonde Ale,16,398,
1503,Oak Aged Cider,0.065,,Cider,12,394,
1466,Ginger Cider,0.065,,Cider,12,394,
1245,Schilling Hard Cider,0.065,,Cider,12,394,
1324,Schlafly Yakima Wheat Ale,0.05,45,American Pale Wheat Ale,12,428,
1323,Schlafly Black Lager,0.05,,Schwarzbier,12,428,
1078,Schlafly IPA,0.045,30,American IPA,12,428,
1077,Schlafly American Brown Ale,0.05,30,American Brown Ale,12,428,
588,Schlafly Hefeweizen,0.041,16,Hefeweizen,12,428,
53,Schlafly Summer Lager,0.045,17,Munich Helles Lager,12,428,
815,Sea Dog Wild Blueberry Wheat Ale,0.047,,Fruit / Vegetable Beer,12,502,
1302,Blur India Pale Ale,0.074,60,American IPA,12,432,
1416,Dry Cider,0.065,,Cider,16,411,
1415,Dry Hard Cider,0.065,,Cider,16,411,
918,Frankenlou's IPA,0.07,105,American IPA,16,494,
917,Becky's Black Cat Porter,0.07,55,American Porter,16,494,
2250,Seventh Son of a Seventh Son,0.077,40,American Strong Ale,16,183,
1768,Stone Fort Brown Ale,0.053,20,English Brown Ale,16,183,
1767,Seventh Son Hopped Red Ale,0.077,40,American Amber / Red Ale,16,183,
1766,Humulus Nimbus Super Pale Ale,0.06,53,American Pale Ale (APA),16,183,
1765,Golden Ratio IPA,0.07,68,American IPA,16,183,
2368,Black Hop IPA,0.068,,American Black Ale,12,130,
738,Archer's Ale (2004),0.05,,English Pale Ale,12,511,
1539,Monkey Fist IPA,0.069,65,American IPA,12,385,
975,Shipyard Summer Ale,0.051,,American Pale Wheat Ale,12,385,
814,Pumpkinhead Ale,0.047,,Pumpkin Ale,12,385,
727,Shipyard Export,0.051,,American Blonde Ale,12,385,
2474,Nooner,0.052,,German Pilsener,12,83,
2239,Torpedo,0.072,65,American IPA,12,83,
1919,Yonder Bock,0.06,,Maibock / Helles Bock,12,83,
1918,CANfusion Rye Bock,0.06,,Rye Beer,12,83,
1905,Sierra Nevada Pale Ale,0.056,37,American Pale Ale (APA),16,83,
1338,Old Chico Crystal Wheat,0.048,26,American Pale Wheat Ale,12,83,
1295,Summerfest,0.05,28,Czech Pilsener,12,83,
426,Torpedo,0.072,65,American IPA,16,83,
400,Sierra Nevada Pale Ale,0.056,37,American Pale Ale (APA),12,83,
2353,Sietsema Red Label,0.069,,Cider,16,137,
212,Bear Ass Brown,0.042,,American Brown Ale,12,551,
161,Red Mountain Ale,0.06,,American Amber / Red Ale,12,551,
160,Ice Pick Ale,0.068,,American IPA,12,551,
2574,4Beans,0.1,52,Baltic Porter,12,46,
2479,Jammer,0.042,16,Gose,12,46,
2443,Abigale,0.08,,Belgian Pale Ale,12,46,
2266,Rad,0.032,7,Fruit / Vegetable Beer,16,46,
2090,Bengali,0.065,62,American IPA,24,46,
1962,Sensi Harvest,0.047,50,American Pale Ale (APA),12,46,
1696,Hi-Res,0.099,111,American Double / Imperial IPA,12,46,
1608,Global Warmer,0.07,70,American Strong Ale,12,46,
1591,Autumnation (2013),0.067,74,American IPA,16,46,
1388,The Crisp,0.054,42,German Pilsener,16,46,
1387,Sweet Action,0.052,34,Cream Ale,16,46,
1386,Righteous Ale,0.063,57,Rye Beer,16,46,
1385,Bengali Tiger,0.064,62,American IPA,16,46,
1020,3Beans,0.099,85,Baltic Porter,12,46,
778,Brownstone,0.059,47,American Brown Ale,16,46,
630,Apollo,0.052,11,American Pale Wheat Ale,16,46,
629,Harbinger,0.049,35,Saison / Farmhouse Ale,16,46,
628,Resin,0.091,103,American Double / Imperial IPA,12,46,
525,Diesel,0.063,69,American Stout,16,46,
512,Autumnation (2011-12) (2011),0.06,48,Pumpkin Ale,16,46,
425,The Crisp (2011),0.054,42,German Pilsener,16,46,
424,Sweet Action (2011),0.052,34,Cream Ale,16,46,
423,Righteous Ale (2011),0.063,57,Rye Beer,16,46,
422,Bengali Tiger (2011),0.064,62,American IPA,16,46,
1942,Rudie Session IPA,0.045,,American IPA,12,264,
1708,Taster's Choice,0.074,,Doppelbock,12,264,
1521,Modus Hoperandi,0.068,65,American IPA,12,264,
1297,Estival Cream Stout,0.058,15,American Stout,12,264,
1192,Vernal Minthe Stout,0.058,,American Stout,12,264,
1013,Hibernal Vinifera Stout,0.08,,Foreign / Export Stout,12,264,
774,Autumnal Molé Stout,,,American Stout,12,264,
386,Mexican Logger,0.042,18,American Pale Lager,12,264,
70,True Blonde Ale,0.053,,American Blonde Ale,12,264,
69,Euphoria Pale Ale,0.061,,American Pale Ale (APA),12,264,
68,ESB Special Ale,0.057,58,Extra Special / Strong Bitter (ESB),12,264,
67,Modus Hoperandi,0.068,65,American IPA,12,264,
1792,Iron Butt Red Ale,0.058,39,American Amber / Red Ale,12,313,
1609,Initial Point India Pale Ale,0.071,92,American IPA,12,313,
2537,Monkey Dancing On A Razor Blade,0.085,,Belgian IPA,24,64,
2536,Tripel Deke,0.082,,Tripel,24,64,
30,Urban Wilderness Pale Ale,0.049,,English Pale Ale,12,557,
2305,Homefront IPA,0.06,70,American IPA,12,163,
1588,Sly Fox Christmas Ale 2013,0.055,16,Winter Warmer,12,371,
1363,Grisette,0.056,25,Grisette,12,371,
1211,360° India Pale Ale,0.062,,American IPA,12,371,
1123,Helles Golden Lager,0.049,18,Munich Helles Lager,12,371,
926,Sly Fox Christmas Ale 2012 (2012),0.055,16,Winter Warmer,12,371,
894,Odyssey Imperial IPA,0.084,90,American Double / Imperial IPA,12,371,
166,Oktoberfest Lager,0.058,25,Märzen / Oktoberfest,12,371,
24,113 IPA,0.07,113,American IPA,12,371,
23,Dunkel Lager,0.053,21,Munich Dunkel Lager,12,371,
22,Royal Weisse Ale,0.056,11,Hefeweizen,12,371,
21,Pikeland Pils,0.049,44,German Pilsener,12,371,
20,Phoenix Pale Ale,0.051,40,American Pale Ale (APA),12,371,
2407,Rule G IPA,0.07,88,American IPA,12,115,
2406,Murphy's Law,0.058,35,American Amber / Red Ale,12,115,
2405,Alter Ego ,0.062,33,Saison / Farmhouse Ale,12,115,
2234,Monarch Pilsner,0.05,,American Pilsner,12,191,
1606,Snow King Pale Ale,0.06,55,American Pale Ale (APA),12,191,
617,Zonker Stout,0.054,36,Foreign / Export Stout,12,191,
407,OB-1 Organic Ale,0.05,22,English Brown Ale,12,191,
406,Snake River Lager,0.05,18,Vienna Lager,12,191,
402,Snake River Pale Ale,0.052,32,American Pale Ale (APA),12,191,
393,Pako’s EyePA,0.068,60,American IPA,12,191,
1798,Thanksgiving Ale,0.05,,Kölsch,12,309,
1655,Double Dagger Imperial IPA,0.092,,American Double / Imperial IPA,12,309,
1596,Dagger Falls IPA,0.063,100,American IPA,12,309,
1595,Dagger Falls IPA,0.063,100,American IPA,12,309,
1482,Socktoberfest,0.06,,Märzen / Oktoberfest,16,309,
1447,Hopnoxious Imperial IPA,0.079,,American Double / Imperial IPA,12,309,
1425,Barrel Aged Seven Devils Imperial Stout,0.099,,American Double / Imperial Stout,12,309,
1424,Boise Co-Op Two Score Ale,0.055,,Saison / Farmhouse Ale,16,309,
1298,Sockeye Belgian Style Summer Ale,0.05,,Witbier,16,309,
1181,Sockeye Maibock,0.064,,Maibock / Helles Bock,12,309,
1160,Old Devil's Tooth,0.099,100,American Barleywine,12,309,
1152,Galena Golden,0.043,,American Blonde Ale,12,309,
1151,Hell-Diver Pale Ale,0.052,32,American Pale Ale (APA),12,309,
1150,Woolybugger Wheat,0.046,12,American Pale Wheat Ale,12,309,
1076,Power House Porter,0.057,,American Porter,12,309,
995,Winterfest,0.084,90,American Strong Ale,16,309,
879,Dagger Falls IPA,0.063,100,American IPA,12,309,
1972,LuckenBock,0.07,18,Bock,16,257,
1971,Texas Pale Ale (TPA),0.055,40,American IPA,16,257,
1970,6 String Saison,0.08,,Saison / Farmhouse Ale,16,257,
1969,Kol' Beer,0.05,22,Kölsch,16,257,
2024,Montauk Light,0.035,,Light Lager,12,249,
1283,Na Zdraví Pilsner,0.048,32,Czech Pilsener,16,436,
1282,Nice Rack IPA,0.055,65,American IPA,16,436,
2362,2014 IPA Cicada Series,0.075,72,American IPA,16,133,
2346,Sinister Minister Black IPA,0.077,65,American IPA,16,133,
2320,Jack the Sipper,0.053,45,Extra Special / Strong Bitter (ESB),12,133,
2297,Devil's Harvest Extra Pale Ale,0.058,60,American Pale Ale (APA),12,133,
2296,Suzy B Dirty Blonde Ale,0.05,20,American Blonde Ale,12,133,
1745,Mississippi Fire Ant,0.08,80,American Amber / Red Ale,16,133,
1120,Hipster Breakfast,0.058,40,Oatmeal Stout,16,133,
1118,Suzy B Dirty Blonde Ale,0.05,20,American Blonde Ale,16,133,
1117,Devil's Harvest Extra Pale Ale,0.058,60,American Pale Ale (APA),16,133,
2387,Pine Belt Pale Ale,0.065,45,American Pale Ale (APA),12,118,
2267,Walloon,0.055,,Saison / Farmhouse Ale,12,118,
1740,Le Mort Vivant,0.069,23,Bière de Garde,12,118,
1728,Red Cockaded Ale,0.085,110,American Double / Imperial IPA,12,118,
1497,Valkyrie Double IPA,0.092,100,American Double / Imperial IPA,12,118,
1011,Red Cockaded Ale (2013),0.085,110,American Double / Imperial IPA,12,118,
1010,Old Potentate,0.072,40,Old Ale,12,118,
856,Bombshell Blonde,0.05,20,American Blonde Ale,16,118,
853,PRO-AM (2012) (2012),0.099,100,American Double / Imperial IPA,12,118,
691,Walloon (2014),0.055,,Saison / Farmhouse Ale,12,118,
555,Le Mort Vivant (2011),0.069,23,Bière de Garde,12,118,
46,Buried Hatchet Stout,0.083,50,Foreign / Export Stout,12,118,
45,Pine Belt Pale Ale,0.065,45,American Pale Ale (APA),16,118,
44,Bombshell Blonde,0.05,20,American Blonde Ale,12,118,
2486,Baby Daddy Session IPA,0.047,35,American IPA,12,78,
763,Hopluia (2004),,,English India Pale Ale (IPA),16,508,
2271,Ball & Chain (2014),0.058,,American Pale Ale (APA),16,175,
2206,Bitter Biker Double IPA,0.096,,American Double / Imperial IPA,16,175,
2136,God Damn Pigeon Porter,0.082,,American Porter,16,175,
2135,Working for the Weekend,0.079,,American Double / Imperial IPA,16,175,
2134,Angry Adam,0.06,,American Amber / Red Ale,16,175,
2109,Freedom Fries,0.055,,American Stout,16,175,
1821,Bitter Biker Double IPA,0.096,,American Double / Imperial IPA,12,175,
1820,Ghost Bike Pale Ale,0.073,,American Pale Ale (APA),16,175,
1819,Spiteful IPA,0.062,,American IPA,12,175,
1634,Alley Time,0.06,,American Pale Ale (APA),12,175,
1633,Fat Badger,0.058,,Irish Red Ale,12,175,
1632,In the Weeds,0.055,,American Pale Wheat Ale,12,175,
855,Special Amber,0.05,22,Vienna Lager,12,498,
445,Special Amber,0.05,22,Vienna Lager,12,498,
1587,Seven Gates Pale Ale,0.056,,American Pale Ale (APA),12,372,
2242,Gunga Din,0.052,,Cider,16,186,
1544,Starr Pils,0.042,20,German Pilsener,12,383,
1205,Northern Lights India Pale Ale,0.065,52,American IPA,16,383,
369,Festie,0.048,12,Märzen / Oktoberfest,12,383,
368,Northern Lights India Pale Ale,0.065,52,American IPA,12,383,
2386,Third Eye Enlightened Pale Ale,0.065,65,American Pale Ale (APA),12,119,
92,Colorado Kölsch,0.049,17,Kölsch,12,119,
91,Steam Engine Lager,0.057,25,American Amber / Red Lager,12,119,
90,Third Eye Pale Ale,0.065,65,American IPA,12,119,
2366,Point Special (Current),0.047,9,American Adjunct Lager,12,131,
2365,Point Special,0.047,9,American Adjunct Lager,12,131,
2270,Point Cascade Pale Ale (2013),0.054,33,American Pale Ale (APA),12,131,
2228,Point Special,0.047,9,American Adjunct Lager,12,131,
2151,Onyx Black Ale,0.052,9,American Black Ale,12,131,
2150,Beyond The Pale IPA,0.063,64,American IPA,12,131,
2122,Point Special (2013),0.047,9,American Adjunct Lager,12,131,
2121,Point Special (2012),0.047,9,American Adjunct Lager,12,131,
2115,Point Special Lager,0.047,9,American Adjunct Lager,16,131,
1450,St. Benedict's Winter Ale,0.062,,Winter Warmer,12,131,
1357,Point Oktoberfest,0.057,15,Märzen / Oktoberfest,16,131,
1225,Point Nude Beach Summer Wheat,0.052,7,American Pale Wheat Ale,16,131,
816,Point Nude Beach Summer Wheat,0.05,7,American Pale Wheat Ale,12,131,
772,Point Nude Beach Summer Wheat (2011),0.05,7,American Pale Wheat Ale,12,131,
684,Drop Dead Blonde,0.035,,American Blonde Ale,12,131,
650,Three Kings Ale,0.049,13,Kölsch,12,131,
456,Point Oktoberfest,0.057,15,Märzen / Oktoberfest,12,131,
357,2012 Black Ale,0.054,32,American Brown Ale,12,131,
141,Point Nude Beach Summer Wheat (2010),0.05,7,American Pale Wheat Ale,12,131,
140,Point Cascade Pale Ale,0.054,33,American Pale Ale (APA),12,131,
139,Point Amber Classic,0.047,14,American Amber / Red Lager,12,131,
138,Point Special Lager,0.047,9,American Adjunct Lager,12,131,
953,Wisco Disco,0.051,31,American Amber / Red Ale,16,486,
1983,Brontide,0.05,,American Black Ale,12,255,
1631,Brontide,0.05,,American Black Ale,12,255,
1344,Classique,0.045,,Saison / Farmhouse Ale,12,255,
922,Sunsplash Golden Ale (2004),0.045,,American Blonde Ale,12,492,
1410,Sand Island Lighthouse,0.051,25,Kölsch,12,412,
925,Lily Flagg Milk Stout,0.05,30,Milk / Sweet Stout,12,412,
637,Monkeynaut IPA,0.072,70,American IPA,12,412,
2369,Straub Beer (Current),0.05,,American Adjunct Lager,12,129,
2233,American Lager,0.041,8,American Adjunct Lager,12,129,
2232,American Amber,0.041,8,American Amber / Red Lager,12,129,
2231,American Light,0.032,13,Light Lager,12,129,
2352,Extra Pale Ale,0.053,49,American Pale Ale (APA),12,138,
2549,Make It So,0.053,40,Extra Special / Strong Bitter (ESB),12,58,
2473,Hopvale Organic Ale,0.047,55,American Pale Ale (APA),16,58,
2415,Unchained #18 Hop Silo,0.083,100,American Double / Imperial IPA,16,58,
2605,Tip Off,0.052,29,Altbier,16,25,
2215,Java Mac,0.054,,Scottish Ale,16,25,
2164,Cowbell,0.054,23,American Porter,16,25,
2085,Hop Up Offa That Brett (2014),0.058,20,Belgian Pale Ale,16,25,
2084,PV Muckle (2013),0.083,23,Scotch Ale / Wee Heavy,16,25,
2083,Bourbon Barrel Batch 666: Sympathy for the Devil,0.099,36,Belgian Dark Ale,16,25,
2082,Whip Fight,0.09,30,Scotch Ale / Wee Heavy,16,25,
2081,Port Barrel Wee Mac ,0.053,23,Scotch Ale / Wee Heavy,16,25,
2001,Fistful Of Hops Red,0.064,75,American IPA,16,25,
2000,Fistful of Hops Orange,0.063,75,American IPA,16,25,
1999,Fistful Of Hops Blue,0.064,75,American IPA,16,25,
1996,Fistful of Hops Green,0.064,75,American IPA,16,25,
1948,30 Min Coma,,,Belgian IPA,16,25,
1656,Wee Muckle,0.09,30,Scotch Ale / Wee Heavy,16,25,
1599,Royal Brat,0.065,55,Extra Special / Strong Bitter (ESB),16,25,
1420,Grapefruit Jungle (GFJ),0.075,77,American IPA,16,25,
1389,Osiris Pale Ale,0.056,50,American Pale Ale (APA),16,25,
1367,Bourbon Barrel Aged Timmie,0.099,75,Russian Imperial Stout,16,25,
1366,Stupid Sexy Flanders,0.063,23,Flanders Oud Bruin,16,25,
1347,Bourbon Barrel Cowbell,,,American Porter,16,25,
1314,Popcorn Pilsner,0.054,,German Pilsener,16,25,
1128,Ring of Dingle,0.071,27,Irish Dry Stout,16,25,
1127,Bourbon Barrel Wee Mac,0.054,23,Scottish Ale,16,25,
1049,Bourbon Barrel Johan,0.099,60,English Barleywine,16,25,
934,The Deuce,0.07,,American Brown Ale,16,25,
923,The Velvet Fog,0.09,24,Quadrupel (Quad),16,25,
874,Sun King Oktoberfest,0.055,23,Märzen / Oktoberfest,16,25,
739,Indianapolis Indians Lager,0.052,24,Dortmunder / Export Lager,16,25,
698,Indians Victory Lager (2012),0.052,24,Dortmunder / Export Lager,16,25,
660,Chaka,0.08,,Belgian Strong Pale Ale,16,25,
651,Isis,0.091,91,American Double / Imperial IPA,16,25,
584,Wee Muckle (2011),0.09,30,Scotch Ale / Wee Heavy,16,25,
532,Grapefruit Jungle (GFJ) (2011),0.075,77,American IPA,16,25,
526,Sun King Oktoberfest (2011),0.055,23,Märzen / Oktoberfest,16,25,
394,Johan the Barleywine,0.099,60,English Barleywine,16,25,
213,Wee Mac Scottish-Style Ale,0.054,23,Scottish Ale,16,25,
55,Sunlight Cream Ale,0.053,20,Cream Ale,16,25,
54,Osiris Pale Ale (2010),0.056,50,American Pale Ale (APA),16,25,
1207,Dam Lager,0.045,,American Amber / Red Lager,12,455,
1206,Red Clay IPA,0.07,,American IPA,12,455,
2543,Todd the Axe Man,0.072,,American IPA,16,61,
2409,Doomtree,0.057,,Extra Special / Strong Bitter (ESB),16,61,
1739,BLAKKR,0.099,85,American Black Ale,16,61,
1112,Overrated! West Coast Style IPA,0.073,69,American IPA,16,61,
329,WET,0.075,90,American IPA,16,61,
19,Bitter Brewer,0.04,37,English Bitter,16,61,
18,SurlyFest,0.055,34,Rye Beer,16,61,
17,Coffee Bender,0.051,45,American Brown Ale,16,61,
16,Bender,0.051,45,American Brown Ale,16,61,
15,Abrasive Ale,0.097,120,American Double / Imperial IPA,16,61,
14,Hell,0.051,20,Keller Bier / Zwickel Bier,16,61,
13,CynicAle,0.067,33,Saison / Farmhouse Ale,16,61,
12,Furious,0.062,99,American IPA,16,61,
1242,Big Nose,0.073,50,American IPA,12,447,
1241,Cotton Mouth,0.05,10,Witbier,12,447,
1240,Stump Knocker Pale Ale,0.056,35,American Pale Ale (APA),12,447,
1239,Midnight Oil,0.05,38,Oatmeal Stout,12,447,
1238,Wild Night,0.059,18,Cream Ale,12,447,
1554,Bermuda Triangle Ginger Beer,0.045,,Herbed / Spiced Beer,12,381,
2568,Take Two Pils,0.055,35,German Pilsener,12,49,
2551,Waterkeeper,0.057,,Hefeweizen,12,49,
1710,SweetWater IPA,0.064,,American IPA,12,49,
1709,420 Extra Pale Ale,0.054,,American Pale Ale (APA),12,49,
1229,Dodgy Knight Imperial IPA,0.08,95,American Double / Imperial IPA,12,449,
1164,TailGate Saison,0.05,,Saison / Farmhouse Ale,12,449,
663,TailGate IPA,0.05,44,American IPA,24,449,
662,TailGate IPA,0.05,44,American IPA,12,449,
623,TailGate Hefeweizen,0.049,28,Hefeweizen,24,449,
622,Blacktop Blonde,0.05,19,American Blonde Ale,24,449,
362,Blacktop Blonde,0.05,19,American Blonde Ale,12,449,
361,TailGate Hefeweizen,0.049,28,Hefeweizen,12,449,
2575,Wooden Rooster,0.085,34,Tripel,16.9,45,
2555,Ginger Peach Saison,0.048,20,Saison / Farmhouse Ale,16,45,
1736,Zombie Monkie,0.062,35,American Porter,16,45,
1196,Wild Plum Farmhouse Ale,0.056,20,Saison / Farmhouse Ale,16,45,
1063,Vanilla Bean Buffalo Sweat,0.05,20,Oatmeal Stout,16,45,
1017,Ethos IPA,0.068,110,American IPA,16,45,
1009,Tallgrass Pub Ale,0.044,12,American Brown Ale,16,45,
912,Oasis,0.072,93,Extra Special / Strong Bitter (ESB),16,45,
765,Buffalo Sweat,0.05,20,Milk / Sweet Stout,16,45,
676,Halcyon Unfiltered Wheat,0.05,20,American Pale Wheat Ale,16,45,
595,8-Bit Pale Ale,0.052,,American Pale Ale (APA),16,45,
537,Velvet Rooster,0.085,,Tripel,16,45,
412,Halcyon Unfiltered Wheat,0.05,20,American Pale Wheat Ale,12,45,
105,Köld Lager (2010),0.05,16,German Pilsener,16,45,
104,Oasis (2010),0.072,93,American Double / Imperial IPA,16,45,
103,Tallgrass Ale,0.044,22,American Brown Ale,16,45,
102,Buffalo Sweat (2010),0.05,20,Milk / Sweet Stout,16,45,
101,Tallgrass IPA,0.063,60,American IPA,16,45,
1433,Hat Trick Hop IPA,0.068,,American IPA,16,409,
1432,Yard Sale Amber Ale,0.056,,American Amber / Red Ale,16,409,
936,Loafin Bräu,0.055,,Altbier,16,490,
544,Old Elephant Foot IPA,0.07,80,American IPA,16,490,
2640,Peck's Porter,0.065,35,American Porter,16,7,
2448,Reactor,0.07,,American IPA,16,7,
2447,Mr. Orange,0.057,,Witbier,16,7,
2601,Deduction,0.08,22,Dubbel,12,28,
973,Face Down Brown Ale,0.057,,American Brown Ale,12,480,
827,Tempter IPA,0.064,,American IPA,12,480,
589,Bridal Veil Rye Pale Ale,0.055,,American Pale Ale (APA),12,480,
2155,Smittytown,0.048,,Extra Special / Strong Bitter (ESB),12,210,
1982,Greenwood Beach,0.04,,Fruit / Vegetable Beer,12,210,
1939,Gatecrasher,0.066,,English India Pale Ale (IPA),12,210,
1082,RecreationAle,0.047,42,American Pale Ale (APA),12,469,
2119,First Stand,0.055,35,Saison / Farmhouse Ale,12,215,
2118,Battle LIne,0.063,23,American Brown Ale,12,215,
2117,Broken Bridge,0.056,12,Dunkelweizen,12,215,
2116,Brutus,0.071,69,English India Pale Ale (IPA),12,215,
1916,Petit Mutant,0.06,,American Wild Ale,16,272,
